OriginalTweet,encoded_sentiment
Go shopping in pairs for safety Just saw a grocery store employee stocking Lysol wipes get bombarded and pushed to the ground by a group of women trying to grab them Covid 19 preppers,2
Me at the supermarket earlier as I saw shelf after shelf completely empty ppl coughing lanes long amp nothing was on sale coronapocalypse panicbuying Covid 19,1
For those that are cashlong patient calm amp have knowhow in cherrypicking credit assets this will be a chance to arb the gap btw real amp perceived risk Even a slight trend of recovery will see asset prices rebound sharply fuelled also by the algo driven ETF s in the mkt Covid 19,0
When the general public are stocking up on bog roll us dog trainers stock up on the dogs food 19,2
Anyone else think panic buying is getting out of hand This is madness some people genuinely need to rely on online shopping Hope the website is up and running soon Covid 19 panickbuyinguk CoronaOutbreak ocado,2
It is now 7pm My grocery pick up was to be between 5 amp 6 Didn t get a ready notification until 6pm They re busy it says Waiting in the pickup lot with lots of other people I can t imagine what it looks like in the store Upside I m not in the store Covid 19,0
The most people that have no humanity are the entrepreneurs In Covid 19 crisis they raised prices of the most needed resources for humans shame,0
Pam Goes to Loblaws Reflections on Ottawa s Panic Purchasing Just got back from the grocery store and wanted to share some reflections and things I noticed Disclaimer I am not a healthcare professional a Zombie apocalypse expert or a doomsday prepper Covid 19 Ottawa,0
The US government is so transparent and effective is it really panic buying to stock up on several weeks worth of food and stockpile medications especially those that cause horrible withdrawal when cold turkeyed as it s unclear how supply lines will be affected Covid 19,0
Covid 19 this is the reality in Brooklyn after the StateOfEmergency people using luggage to carry the entire supermarket newyork,2
My brother told me he went to the supermarket yesterday almost had to Knock someone out LMFAOOO literally my reaction below coronapocalypse Covid 19,2
Colombo looks like a typical working day except for the school kids almost akin to a Satuday morning Supermarket shelves are full again as seen thru windows You can go panic buying again if u want JK Dont lka srilanka Covid 19,2
Coronavirus exposes where our trust lies Our reaction to Shut downs only points out Where our heart lies Is you re trust in the government or the job you work or the ability to get up and go to the grocery store Or is it God who fights you re battles amp Wins coronavirus,2
Well as long as I didn t contract Covid 19 while at the crowded grocery store tonight I should be good to not the leave the house for a few weeks Fortunately I didn t need soup,0
The fight for the white gold is real and is probably coming to a supermarket near you Covid 19 CoronaOutbreak CoronavirusPandemic toiletpapercrisis toiletpaperapocalypse,1
First time in a week my local supermarket has had a delivery of loo paper They brought over a security guard to supervise the unloading Seriously I m not taking any chances on the way home I feel like I ve won lotto Covid 19 ToiletPaperEmergency,0
Isn t it weird to come back from a chaotic grocery store to see your fave influencer on IG talk about something you should buy I almost died getting canned goods take a break Covid 19,0
Is there a hashtag for helping folks who WEREN T able to go to the grocery store amp get 3 carts of food Have any major grocery stores spoken on helping communities amp making food available to those who are furloughed going w o pay rn COVID 19 Coronavirus CoronavirusPandemic,2
About to walk into a grocery store and shop for myself like some kind of peasant Covid 19 really fucking has me going to the grocery store when I shouldn t be cuz people are panicking and overwhelming Instacart TheStruggleIsReal CoronavirusInLA,1
Precautions to take for Coronavirus 1 Use cologne kolonya 2 Stop entering the houses with shoes 3 Do spring cleaning 4 Food etc Get the products as much as you need 5 Follow the warnings And don t panic Coronaviru,0
Shame all the hoarders and panic shoppers Shame them in the stores shame them online shame them in the streets coronapocalypse Covid 19 QuarantineAndChill shopping,0
Pound continues to fall against the dollar and euro Lost nearly 10 since mid February Looks like the perfect storm of brexit and coronavirus will cause a sharp increase in prices in the shops once the effect works through over the next few weeks,0
if people were truly afraid of COVID 19 they wouldn t be packed into every Grocery Store food wholesaler for hours on end like sardines in a tin can covid19Canada Covid 19 CoronaOutbreak COVID19 FridayThe13th COVID19toronto,0
looks unlikely to recover in 2020 The collapse of the Opec alliance and the growing threat of Covid 19 mean greater market volatility will likely push crude prices to new lows writes waine,0
Except is telling their employees not to work due to COVID 19 so you might be getting that next month If you need it soon just gonna have to go old school and buy it at a retail store,2
ITV Vera opening scene a supermarket full of goods How long before we see that again Covid 19,2
In the COVID 19 pandemic lots of folks who work retail and lots of small businesses including fan run businesses are struggling If you re a fan of TheMagicians and you or your business has been affected reply with a link to your online store or patreon,2
If you are over the age of 65 amp need errands run to the grocery store etc but are afraid of being exposed to the coronavirus call one of our offices with your name amp phone We will contact you to receive your instructions for assistance Call 715 735 3700 or 920 434 2400,1
Keep an eye for bargains example trips from New York to Miami for 51 or other bargains out there Keep an eye on prices don t buy over the top essential items Many online sellers will try to rip you off Covid 19,2
Americans Stock Up On Food as Covid 19 Concerns Rise CoronavirusPandemic UnitedStates,2
The line up at 12 39am Saturday morning at Coles Supermarket I hate to think what the next few days are going to bring panickbuying coronavirusaustralia coronavirus Covid 19 covid19australia,1
BlackFriday We need ji and to intervene and now the way we are handling Covid 19 we need to handle economy in the same manner 1 Scrap LTCG 2 Slash Fuel prices by 10 give more money in the hands of the people 3 Monetary amp Fiscal stimulus,1
The many ppl stocking up on water jugs at the grocery store today got me thinking do you think youself to be within the top 10 of most intelligent Americans Covid 19 coronapocalypse CoronaOutbreak corona panicbuying,0
Data doesn t lie You may want to plan a shopping trip Americans Stock Up On Food as COVID 19 Concerns Rise,2
Americans stock up on food as COVID spreads,2
TARGET CEO We re keeping our stores open for the American consumer who is rapidly stocking up on supplies Covid 19 CoronavirusOutbreak,2
Il coronavirus colpisce maggiormente i polmoni ma destabilizza anche altri organi quartogrado,2
While you re out there buying up all the Walmart amp grocery store inventory Consider buying a UV light Google that FeatureFriday CoronaOutbreak Covid 19,2
While you re out there hoarding OUTRAGEOUS amounts of canned foods pasta and TP maybe consider taking a bag to your local food bank and help someone who can hardly afford food for their families let alone to stock pile it justathought covid19Canada Covid 19,1
Are people panic buying cat food too i ll find out today Covid 19 CoronaVirusCanada,1
Covid 19 wasn t real for most Americans until the stock market crashed Once that happened kid s school cancelled indefinitely all sports at national and local level cancelled amp shelves at every supermarket in the area emptied The stock market is the national conscience,1
Toilet roll prices have sky rocketed or currently unavailable because of the Corona virus Covid 19 panicbuying,2
Felt a bit helpless about what I could do to help my gran during Covid 19 so I ll be ordering her weekly shopping online for her shes not great with computers You could hear the relief in her voice when I suggest it Look after your vulnerable ones when and where you can x,1
Stock a few bottles of Quash 100 natural hand sanitizer spray 4 your desk home purse or travel flight spray TV screen food tray etc Lab proven to kill toughest germs viruses Available Covid 19 Coronavirus panicbuying,1
He is using companies traded on the stock market to help him with the problem to boast their stock prices But not explaining how ppl will be able to pay for testing and treatment The Okie Doke Sad Covid 19,0
Nothing about the levels of interest charged on items such as credit cards etc Debt is killing the consumer Lowe interest rates only going to make housing more expensive Still no real solutions Smh Covid 19 CoronaVirusCanada stimuluspackage cdnpoli,1
amp Republicans have no grounds to stand on Politicizing Coronavirus or attacking or any Democrats Trump can t contain panic buying food hand sanitizer toilet paper or test for C,0
Unbelievable I saw this at my local grocery store COVID2019 coronavirus toiletpapercrisis,2
Everyone is talking about how people are panicking buying but have you ever thought this is what life looks like when people have time to go to the grocery store instead of working 5 6 days a week California BBQ Spring Timeoff Covid 19,2
Overheard at the supermarket A Let s pick 10 of those Hurry up B Stop behaving like it s the zombie apocalypse Me Let the Hunger Games begin Covid 19 PanicRoom Bangalore,1
Don t panic take Precautions Follow Indian Namaste to Greet Everyone Follow Indian Food System amp Indian Yoga Keep Yourself Positive by Keep Immunity power Strong Many Doctors researchers doing their best Hope Soon Get Vaccination amp Globe overcome This Covid 19,0
People are crazy going to the supermarket You can get everything you need at Home Depot or Lowe s water soap beef jerky energy drinks gum and a hammer to beat people with to take their groceries Covid 19 CoronaOutbreak,2
Every retail store and restaurant that I subscribe to has sent me an email about their plans to combat COVID 19 by protecting their employees amp patrons along with maintaining a clean environment Until I hear from Waffle House I won t be impressed,0
My girl goes to the store to stock up on some food Comes home with 3 parsnips 40 carrots and some tea coronavirus COVID2019 Covid 19 coronapocalypse COVID19US,2
Empty shelves in my local supermarket A traffic jam in the parking lot No shopping carts available This normally NEVER happens during a weekday especially not this early coronavirus corona Covid 19 CoronaOutbreak Friday13th,1
Music for a day when you are trapped by civil panic over the Trump plan to insure anyone with brown skin will die directly or indirectly from Covid 19 taking poor people of any skin color to the grave because they have no access to food or medical care,0
Overheard in the supermarket Maddysyn If you don t behave I m going to send you to school panicbuying coronapocalypse shopping supermarkets Covid 19 brats,2
Grocery store employees should get bonuses during times like these They are putting their health at risk working very hard and dealing with a panicked population Grocery stores are making a lot of money rt This is not business as usual Treat your employees right Covid 19,2
Arrived in Ayala earlier today where people were already bulk buying sa supermarket Kulbaan mn ta ninyo uie Covid 19,2
Just been looking on eBay Jesus wept People are selling pasta amp other foodstuffs at exorbitant prices Just plain Me Me Meism Covid 19,1
When I checked my emails today I d received a Covid 19 update from every business organization camp art centre therapist restaurant school daycare dental office retail store recreation centre amp miscellaneous service that my family has ever provided an email address to,2
COVID 19 TESTING AT TARGET WALMART Chief executives of Target Walgreens Walmart and CVS pledged to make space available in their store parking lots to drive up and get swabbed by state health workers starting as soon as Sunday COVID19testing retail,2
DEMAND FOR ON DEMAND DELIVERY Retailers serving shorter term consumer needs such as groceries takeout food and medication should consider providing or ramping up on demand delivery services in the current climate retailing ondemandapp retail,0
MorningJoe Lower oil prices is not a massive boom It is attack upon USA economy by Russians and Saudis should sanction today 50 on any Nation using Saudi or Russian oil 0 tariff for products made with US oil This was economic attack on top of Covid 19,0
Panic everywhere Runs on food toilet paper bleach the stock market If the virus doesn t kill you your savings will be wiped out and you probably won t have a job This response is needlessly destructive Coronavirus panic ToiletPaperApocalypse,0
Pity the millennial hating reactionary who arrives at the supermarket for a bit of viral panic buying only to discover that all that s left is wholewheat pasta and recycled bog roll Covid 19,0
At my local Tesco store Alot of ppl are panic buying food n stuff up to the point that there s no more toilet paper left it s absolutely INSANE CoronaVirus Covid 19 CoronaOutbreak Tesco panicbuying tolietpapercrisis,0
coronavirus won t be the death of me starvation will be as shops all sold out of food we ve slowly become America amp now stock piled everything leaving nothing on the shelves amp millions of pounds profits for the supermarkets who record better months sales than at Christmas,0
Remember to leave some things on the supermarket shelf s for others amp to donate to food banks We can slow this down together we don t need this useless government Look after each other flatenthecurve Covid 19,1
The situation of the Covid 19 COVID19 widespread continues to be evident as the world goes on a shutdown Gold prices surge high and benefit from the global outbreak and uncertainty in the market gold Global rsbl bullion fridaymorning,2
A quick trip to the supermarket looked like this Yes its a pandemic but there s no need to panic There is no food shortage We must act wise and be responsible in such trying times actwisenotstupid beresponsible stophoarding Covid 19,1
After visiting my local grocery store I have lost my faith in humanity s ability to survive a Zombie Apocalypse like what the hell is toilet paper going to help you with when you catch Corona Covid 19 lockdown CoronavirusPandemic ZombieApocalypse endoftheworld,2
Everyone says listen to the experts the experts didnt not say clear the grocery store shelves of everything So we failed at that America CoronavirusPandemic Covid 19 UnitedStates,1
First time in my lifetime that I have seen people panic shopping in the grocery store Shelves bare People running in circles Buying 100 pounds of rice Calm down folks panicbuying Covid 19,1
So many tweets in my feed say stock up buy tinned food etc What did we do before the locusts arrived Oh yeah a weekly shop If everybody just calmed down and did a weekly shop we wouldn t be in this mess Be prepared not panicked Covid 19,0
Source UCSF Berkeley Scientists 40 70 of Americans will get infected by coronavirus That s roughly 160m people Using 1 death rate this translates info 1 6m people dead This will take 12 18mos to play out The worst has yet to come Stock up on water food meds etc,0
The grocery store is a fucking mad house right now remind me to never go back again until this shit dies down Covid 19,0
UBID 0095 Going Shop Online avoid the stores and the high risk of being infected with the Coronavirus pandemic COVID19 Auctions Online Shopping Do it the safe way the Ecommerce way,1
The real heroes are the supermarket workers coronapocalypse CoronaOutbreak CoronavirusPandemic Coronavirusireland coronavirus Covid 19 COVID19,2
People haven t thought through this economic damage thing I ve been at home 2 hours and already bought a new computer monitor I think online shopping could do very well out of this Covid 19,1
I m at a pioneer supermarket in Brooklyn and it s nice to see that s some places haven t completely lost their mind and bought everything and everything Covid 19,2
An update on the coronavirus in LatinAmerica The region has been hit not only with the disease but with low commodity prices On the 7th day since its 1st case Peru is leading the pack although Brazil is the country with the highest number of cases 52 Covid 19,1
So this is the supermarket situation in the Netherlands this morning Covid 19,2
One thing I ve not seen mentioned is the implications of COVID 19 on poor people even in countries with healthcare food I ll explain my local supermarkets only have expensive food because all the cheap food gets basically bought in bulk the moment it comes back in stock,1
I want to but I m over 70 and a nurse I know said not to eat out I already risked my life on the supermarket today Covid 19,1
I guess this explains why the online shopping was down this afternoon Covid 19,2
With all the event cancellations many wrestlers are losing bookings and income Help them out by shopping at their online stores Wrestlers feel free to share your store links below prowrestling indiewrestling Covid 19 merch,0
I have been trying to find out to no avail how the city will protect the homeless when COVID 19 outbreaks and what the plan how can we help the food insecure who cannot stock up on 3 weeks of food nor get by without school meals for thei,2
Has anyone contemplated what Coronavirus is going to do to homeless populations No healthcare no ability to stock up on food no choice about isolating,1
social distancing is critical everyone goes to the grocery store together at the same time Covid 19 panicbuying,1
This tax cut will help put more money into the hands of the consumer BUT come tax time next year we will have to pay it back because we weren t taxed enough for this year Right or wrong Covid 19 economy PayrollTaxRelief,0
Grocery store as of one hour ago 11 am on a Friday Covid 19 coronavirus,2
Keeping old people up and at the grocery store past 9pm CoronavirusPandemic COVID19 Covid 19,2
The overreaction of people at the grocery store is beyond ridiculous Haven t seen it this bad at HEB since Harvey Covid 19 stupid Fear,0
Time to buy as much as I can at my small town grocery store Luckily I work there so I ll go through a side door lmao ohiocoronavirus Covid 19,0
If you live in a school closure area ask your school board town or church where you can safely donate food for kids who might need it This is a time to come together,2
Lots of panic buying in the supermarket So bought an extra packet of couscous just in case coronavirus Covid 19,1
Be vigilant about scam calls regarding the Covid 19 situation and exercise caution with online shopping and protecting your private information Questions The Consumer Protection Division can be reached at 1 800 300 1986 or via email at consumerhelp sd us,1
About the camp out in front of the grocery store for toilet paper like Black Friday TheSpotsGettingHot LordHaveMercy Covid 19 CoronaOutbreak CoronavirusPandemic,2
Poll just curious have you been stock piling food and other supplies Covid 19 CoronavirusPandemic CoronaOutbreak lockdown selfisolating QuarantineAndChill Friday13th,2
Get the TV you want anywhere in the world Sports Movies Series On demand Real customer support Prices starting from 4 17 per month Competitive resellers packages IPTV OTT SPORTS football PlayStation XboxOne ipeetv Covid 19 toiletpapercrisis,2
Any Austin organizations that would be able to facilitate connection with seniors Coronavirus is here Seniors shouldn t be going to the grocery store Is there a way that young folks to volunteer to shop or drop off supplies for older folks WeAreInThisTogether,1
Covid 19 Corona Virus My department has invoked Disaster Management Act in an effort to control the prices of surgical amp protective masks hand sanitizer amp gloves and to ensure that they are easily available in the market,2
Headline should read Area couple take advantage of pandemic and gouges others by charging hugely inflated prices for Lysol wipes Hey cra please make sure this couple declares this income amp pays taxes on their huge Covid 19 windfall,0
can single handedly help achieve social distancing by announcing unlimited data packs for every consumer No need of making any Saarc policies COVID2019,2
The Corona virus is doing more for this country than any PM Lowering Airline prices petrol prices sick days from work school less traffic because of that CoronavirusPandemic Covid 19 WorldSleepDay,0
Going to the grocery store is like fight club Covid 19 panicbuying CoronaOutbreak,2
In every sphere from travel and aviation to shipping and transport as well as oil prices and capital markets economies around the world are seeing sharp downswings as a result of the fallout from the efforts to contain the spread of the coronavirus Covid 19,2
Today I went to the supermarket for the first time in a week I did all my weekly shopping so I will not have to return to the supermarket for a week This is the only way to stop the spread of Covid 19 Don t congest the supermarkets iostoacasa covid 19italia insiemecelafaremo,1
This is the line up at a local grocery store in Toronto Same story in Montreal panicbuying Covid 19,2
I wish people would stop with the panic Stop sharing posts that are fake Stop bulk buying at the supermarket Stop thinking of just themselves juststop Covid 19,0
To all the people bulk buying toilet roll and hand sanitiser to then resell it at inflated prices I hope you test positive Covid 19,0
ordered my dog his usual 40lb bag of food last week please tell me why walmart just called me TODAY to say they can t complete my order because everything is out of stock I ORDERED HIS FOOD LAST MONDAY if you re one of the assholes buying in bulk i hope you get Covid 19,2
It s not Covid 19 that should be blamed for empty shelves in supermarkets it s the inability of billion dollar corps like costco and others to be able to adequately respond to an increased consumer demand Supply chain systems failed Lack of Professionalism,0
The line up to check out at the grocery store this morning 1 2hr wait Pack your patience Covid 19 CoronaVirusCanada,2
I was at the grocery store browsing cleaning products before deciding none of them suited my needs As I walked away a man came behind me and put like 5 in his cart Suddenly I found myself walking back filled with urgency to by some too Covid 19,2
If you re in a panic go for a drive You are still isolated socially but you will see that people are getting coffee from Dunkin Donuts and people are getting fast food and people are going to work and everything will be fine coronapocalypse Covid 19 panicbuying,1
Grocery amp dollar store and was crazy packed Empty shelves long lines people stocking up I hope this all gets better very soon Sending prayers love amp comfort Covid 19 emptyshelves CoronavirusPandemic,0
Meanwhile in StGallen cafes are crowded people are coughing kids playing on playgrounds and supermarket shelves are showing signs of a locust invasion Covid 19 Schweiz coronavirus,2
Still love the humanity in times of crisis Guy next to me in line at grocery store just shared a recipe Covid 19 PeoplePower,2
Walmart adds emergency leave program employee tests positive for coronavirus Chain Store Age retail coronavirus Covid 19 whatsreallygoingon,2
Gov aka Boris says supermarkets can deal with demand for food esp if we go into a lockdown Supermarkets he ain t said nothing about nothing We haven t had ANY discussion yet Gov aka Boris carrying on supermarkets are ready and Britain is ready COVID 19uk Covid 19,2
Watch out for those who take advantage of people They are like this virus and spread fast There is enough stock out there and if you stockpile refrigerated food you will die of botulism Covid 19 panicbuying CoronaOutbreak stopstockpiling selfisolating,1
Greed or preparation Be prepared not greedy This article made me feel ashamed to be a part of the developed world Do you really need gallons of bleach All the toilet paper Kilos of pasta That much hand wash in your home Covid 19 greed,2
CoronavirusPandemic CoronaOutbreak Covid 19 Be kind help the elderly at the grocery store they are the most at risk Show compassion show your human We all have parents and grandparents Help them,0
Most of my shopping list items out of stock in our local supermarket This is the local naanawa bakery Feels like the last night of life Covid 19,2
Americans I need to go to the store to stock up on food and supplies because of Coronavirus Also Americans I m going to stand in line for hours in a crowded warehouse to buy aforementioned food and supplies coronavirus coronapocalypse panicbuying,2
I ve never seen airline prices as low and desperate as they are now panicbuying Covid 19 CoronaOutbreak coronavirus,1
Made my weekly Thursday night trip to the grocery store amp of course there s no toilet paper because people have been panicbuying Covid 19 Me,1
Everyone panicking and buying up the grocery store is the reason the virus is spreading all you clowns deserve corona Covid 19 coronavirus,1
Zombie Apocalypse is here Be careful when shopping Shelves are empty at my local mart ZombieApocalypse coronavirus CoronavirusPandemic Covid 19 supermarket,1
Free online delivery code for orders over 15 within Ireland so that visitors to our child development stores can avail of free online delivery instead of shopping instore COVID2019IRELAND coronavirus,0
The first half of the new Netflix movie Freaks is almost impossibly relevant for these shut in times Also We are all the dad who barely survived a trip to the supermarket so his daughter could have ice cream Covid 19,2
I m just worried about all the poor people that are gonna be left eating toilet roll when they realise they didn t stock up on any fucking food Covid 19 CoronavirusPandemic,0
The canned bean section in the grocery store is half empty Great tips on what to do with those beans Also add a scoop of canned beans to smoothies panicbuying Covid 19,2
coronapocalypse WuhanCoronavirus Covid 19 Everybody Oh no The pandemic is coming we are going to be out of stock Go to supermarket and take everything we can Staff,1
Need a way to help Stuck at home with kids but recognize your privilege Call your federal representatives and demand action We need tests we need family leave we need food and housing Find a local school or food bank to do volunteer food drops If ur well Covid 19,0
Onsite Indians things are getting worst stock extra food items Southies buy extra rice bags amp northies wheat flour packs anyway you already lost 1000 in shares amp why are you calculating 10 s for survival Covid 19 CoronaOutbreak CoronaVirusUpdate,0
Visiting SuperMarket is as equal as traveling on international flights Covid 19 CoronaVirusUpdate CoronaOutbreak coronavirus Corona CoronavirusPandemic,2
Y all can have all the toilet paper All I m saying is the boxed wine better still be at the grocery store after work today Covid 19 coronavirus coronapocalypse selfisolating wine groceries necessary,2
While I don t like all of Amazon s choices today I learned that when toilet paper companies attempted to raise prices Amazon canceled their distribution Covid 19,2
fuck coronavirus who has a bill coming up that they re not sure they re gonna be able to pay send me your bill and your venmo,0
You know what s super great When you re trying to food prep amp stock up on food household goods BECAUSE YOU HAVE A BABY COMING IN A FEW WEEKS but everything is sold out diapers included due to all the paranoid fearful people out there Nice job people Covid 19,2
Covid 19 If anyones planing on buying food for stock piles don t forget about your pets They need to eat too,1
In non COVID 19 news This week s Starting Up features a company that develops software you might have used for buying groceries online via,2
When was the last time before this week you all went to the Supermarket 2017 Covid 19,2
In NO Surprise News Americans Stock Up On Food as COVID 19 Concerns Rise Sales by Non Perishable Product Category via,1
For More details onlineshopping Shipping shippingfromindia coronavirus internationalshipping,2
Out shopping with my elderly folks at local supermarket this morning Fascinating observing behaviours Panic buying in place Not helpful for the vulnerable No toilet roll no soap and no pasta left and it s only 11am coronavirus Covid 19,0
The way Sensex is falling in last few days speculative investment will happen and people will buy more and more gold which will further increase our current account deficit Tough days for our economy going ahead when it was already not doing good,1
The potato section in the Belgian supermarket It seems that next to toilet papers and pasta potatos are of high demand Let me fool myself for a moment let s hope that this is for the reason of high interest in Belgian fries Covid 19 coronavirus Belgium,2
Contrast in measures today in Beijing I went to the supermarket and besides having my temperature checked at least 4 times in the same mall I had to scan a QR code and input my name phone number Covid 19,2
this is the situation at the moment in Milan people queuing outside the supermarket to shop 1m away from each other lockdown Covid 19,2
Supermarket rationing Covid 19,2
Compliance is a key issue for successfully beating Covid 19 For example no one in Italy can be unaware of what s happening Yet I just heard from a friend out at a supermarket in Rome a mother was shopping with her sick child who was coughing and sneezing over everyone,1
Steve from Billericay asks great question if you get Covid 19 by touching fruit and veg in the supermarket if it s been handled virologist expert says the risk is low but you could use a paper bag as an intermediary to pick them up Coronavirus,2
Online shopping critical for many But not easy for all and not for all services beyond groceries If you have Covid 19 high risk family in the Durham area and need items leaving on a porch whatever they may be let me know and we can make it happen Support each other 1 2,1
Oh there s so little left Creamed Eels Corn Nog Wadded Beef,2
I need to start editing so i can chill inside while the Covid 19 is going on so I dont get sick since I work in one of the epicenters of Californias CoronavirusPandemic Working in a grocery store rn is just wow,0
Survival tip 100029 for Covid 19 Ration the food and consumables you already have don t be an absolute bumder and raid every shops nook and cranny so no one else can have stuff Panic buying virgins,0
My husband s newest activity Wait in line at the grocery store Not to pay but to get in Only 1 2 allowed to enter at a time Covid 19 CoronaVirusitaly,2
I m not panicking I bought my masks gloves food and toilet rolls a month ago They had loads in stock back then I m not panicking because I DID NOT listen to government advice I did my own research read medical jou,2
The parade of pharma and other consumer issues is about the MARKET Plain and simple This sociopath does not care about us coronapocalypse Covid 19,1
Maybe if the media stopped predicting what product will be panic bought next people would stop hoarding random stuff and getting arrested at the supermarket Covid 19 ToiletPaperEmergency coronavirus,0
CONSUMER CASTING CALL what do your store shelves look like as you shop for coronavirus supplies,2
The empty shelves of fruits vegetables breads cereals in a store in Leuven clearly depicts the rush and an urgency of people to self quarantine themselves to contain the spread of Covid 19 Don t panic is always there for your grocery support,2
Stock up food water everything you need Marshall Law is on its way yall Trump just shook hands with a Brazilian man who is positive He needs to be tested coronavirus,2
Didn t think we would ever face a zombie movie kinda in real life Grocery store shelf s empty No ppl in the tram ppl covering their faces with masks and the best part roads are empty Covid 19 ZombieApocalypse,2
COVID 19 might be presenting online shopping platforms their greatest opportunity,0
The Coronavirus is doing more for this Country than any President Lowering Airline Prices Gas Prices Free Sick Days from work school amp less traffic Covid 19 for President 2020 Dont Forget to Vote Y all EmergencyUBI Medicare4All EmergencyUBI EmergencyUBI EmergencyUBI,1
Collins Food advises ASX that a KFC staff member has contracted COVID 19 stock is down 15 this afternoon,2
This grocery store reminds me of a college bar at last call pickings are slim but nobody wants to go home empty handed coronavirus Covid 19 panicbuying QuarantineAndChill,1
A consumer reminder tip no need to push shove for access to the hand soap section Go three isles over to the dishwashing soap section and buy the same product for less Let s be smart and stay calm out there Covid 19 coronapocalypse CoronaOutbreak,0
I went shopping today and the part of town the supermarket is in has a lot of SE Asian people living nearby so obvs using the same shop The racism and ingnrance I heard and witnessed is 1 of the byproducts of this bullshit I can t handle Covid 19 coronavirus CoronaOutbreak,0
I work in retail I understand people need food but something is going to have to b done because everyone is in the store young and old Need to look after the staffs health aswell as the public Covid 19,2
Sporting events broadway shows and schools getting closed travel being restricted Fill the time by shopping online Covid 19 decor cottage lamps carpets furniture NHL NBA JUNOS,1
So I just ran out and spent another 50 on stuff I might or might not need at the grocery store coronavirus,2
With a news of CoronaOutbreak there s been intolerable amp scandalous increase in prices of surgical masks on and In time of fighting together please restrain yours sellers doing malign buisness INDIA COVID2019,1
Impact of Covid 19 fall in Crude prices and YesBank crisis on markets is short term Consider each dip as an opportunity to buy To know more read this article from our Equity Desk SundaramMF,1
In addition to health care professionals shout out to all the grocery store workers who are working non stop Covid 19,2
I was at the grocery store this morning at 6 30 Surprisingly crowded No meat No chicken No beef No pork Got toilet paper though so it was totally worth it happyfridaythe13th Covid 19,1
When I went to the grocery store earlier I expected the toilet paper aisle to be barren but the water aisle Why Nobody needs a pallet or gross of anything Just use common sense people Covid 19 coronavirus,0
Covid 19 Intense grocery store lines in New York City amp elsewhere as people prepare for what could be a long stretch at home The global pandemic has affected various aspects of life in the US reveals the unique nature of this crisis CoronaVirusPakistan CoronaOutbreak,0
Riddle me this Batman Why would you buy 20 Glasses of Pasta Sauce when the supermarket is out of pasta Covid 19 FckCorona CalmDown,2
Can you imagine if one person in this supermarket has Covid 19 and sneezes or coughs touches anything panic will get most of you getting it because you all rush to a public space in the name of shopping coronaInkenya coronavirusinKenya CoronaVirusUpdate KOT,1
Stock up on food and cleaning supplies and stay home Coronavirus,2
Hope nobody in Chicago needs beans tuna rice bread toilet paper or paper towels cuz this was the paper products aisle today at the local grocery store coronapocalypse coronavirus TrumpVirus Trump WorstPresidentEver MAGA KAG ImpeachTrumpAgain,2
Day 1 of coronapocalypse Reporting from Alexandria VA Today I went to urgent care a grocery store and the pharmacy Urgent care was empty I was the only patient and the stores were crazy packed Covid 19,0
During this time of uncertainty I really want to just thank those working that coffee stand and that grocery store You don t get the luxury of working from home but yet your jobs maintain some semblance of normalcy for other people Covid 19,2
Boyfriend did the grocery store rounds today I m going to go stock up on cat food amp litter tonight Preparing for anything really COVID19 coronavirus,2
You know we ve got a lot of empty supermarket buildings closed up malls and other vacant buildings a such in this country Why not appropriate these spaces for possible quarantine sites Covid 19 testing centers or emergency response HQ s,1
New Jersey has 21 new cases of Covid 19 confirmed 50 cases total as of this moment NJ is also suspending any cut off of it s utilities notices NJ is also awarding SNAP benefits to receive an extra 1 2 months of benefits so they can stock up on food items Thank you NJ,0
The government Avoid large crowds Us let s all meet up at the grocery store coronavirus coronapocalypse CoronaOutbreak Covid 19 CoronavirusPandemic,1
Latest from on how people s digital lives are being affected by COVID19 How COVID 19 Is Impacting Online Shopping Behavior Adobe Blog,1
As a joke I was going to post a pic of a roll of TP captioning it yours for the low price of 100 but ppl are actually doing this for real This panic buying is going to drive prices way up We all need to calm down no more panic buying covid19Canada panicbuying Covid 19,0
The Corona Tough Guys will be the same ones trying to cut long lines at the ER and starting fights at the supermarket An idea to limit hospital over crowding Anyone still spreading it s just the flu toughen up type messaging is n,0
Ive stockpiled 120 days of food amp water As I m of limited means it wasn t easy I should be able to ride out Covid 19 1 problem My neighbors are elderly people amp families of modest means What kind of Christian would turn their back on these people,1
Not thrilled about the craziness at the stores however I am liking these gas prices in Columbia SC lowgasprices Covid 19,1
With the Coronavirus spreading please take precaution when buying products Scammers are taking this opportunity to pose as brands products or people looking to steal your money Visit to learn more,2
Stop buying all the toilet paper Stop stockpiling groceries and household supplies There s no shortage if everyone only takes what they need coronavirus COVID 19 COVID19,0
Let me check flight prices I personally don t fear Covid 19 ke flu nyana daideng,0
BROOKLYN This Key Food has MANY of the EPA approved Covid 19 cleaners in stock,2
China has announced its Labor Day holiday this year will last for five days as opposed to four days in 2019 and three days in 2018 Analysts say local tourism and online shopping will dominate holiday consumption amid the COVID 19 epidemic,2
Crowe s Gala in Sixmilebridge have implemented a quota on baby food in interest of fairness The shop has received an additional stock on Calpol and baby food Covid19,2
Coronavirus got you down Do you have 401k statement jitters Maybe you re stuck in a long line at the grocery store Or you re out prowling the streets for toilet paper Well forget all that because we announced our next guest check it out,1
